ID_Veiculo,Marca,Modelo,Ano,Regiao,Tipo_Veiculo,Capacidade_Bateria_kWh,Saude_Bateria_%,Autonomia_km,Potencia_Carga_kW,Tempo_Carga_hr,Ciclos_Carga,Consumo_Energia_kWh_por_100km,Quilometragem_km,Velocidade_Media_kmh,Velocidade_Max_kmh,Aceleracao_0_100_kmh_seg,Temperatura_C,Tipo_Uso,CO2_Economizado_ton,Custo_Manutencao_USD,Custo_Seguro_USD,Custo_Eletricidade_USD_por_kWh,Custo_Mensal_Carga_USD,Valor_Revenda_USD
441,Ford,F-150 Lightning,2018,Ásia,Sedã,41.8,83.2,221.0,11.0,4.2,1264,17.4,162048.0,63.0,141.8,10.7,10.8,Pessoal,34.4,282.17,1503.43,0.12,13.71,4189.45
442,Nissan,Ariya,2022,Europa,Sedã,59.9,81.3,391.0,250.0,0.3,323,17.7,500.0,30.0,83.3,7.9,25.4,Pessoal,0.07,603.83,1450.68,0.28,30.17,19692.0
443,Tesla,Model S,2022,Ásia,Crossover,89.3,100.0,473.0,50.0,1.8,327,12.1,8400.0,70.5,171.3,2.0,39.5,Pessoal,1.8,579.33,780.31,0.28,49.61,35403.68
444,Audi,e-tron,2021,Europa,SUV,24.0,98.4,136.0,7.4,3.6,419,18.6,49403.0,40.5,102.0,8.1,12.5,Pessoal,9.19,1538.59,1046.62,0.35,16.97,6834.33
445,Volkswagen,ID.4,2018,Europa,Crossover,64.1,90.2,370.0,22.0,3.8,1302,21.1,105533.0,76.2,201.5,2.0,5.8,Pessoal,17.35,1025.33,1047.85,0.35,94.04,7912.25
446,Nissan,Leaf,2021,América do Sul,Crossover,57.1,83.2,283.0,250.0,0.3,512,20.9,82799.0,81.1,206.1,10.2,19.4,Pessoal,12.29,673.59,1886.58,0.28,42.26,13547.55
447,BMW,iX,2020,América do Norte,SUV,78.7,81.5,416.0,22.0,3.4,632,21.7,66442.0,35.2,95.9,5.1,27.4,Comercial,15.76,569.94,1318.4,0.28,76.04,18166.87
448,Tesla,Model 3,2022,Ásia,Sedã,86.4,92.9,502.0,22.0,4.8,353,14.4,28308.0,84.4,193.1,4.2,20.2,Pessoal,4.6,200.0,1244.17,0.35,60.89,31399.61
449,Tesla,Model 3,2022,Europa,Crossover,79.6,89.4,455.0,50.0,1.8,32,20.6,37407.0,63.2,177.7,5.1,35.8,Pessoal,6.08,360.6,1311.19,0.18,29.34,26528.85
450,BMW,i4,2021,Europa,Crossover,69.8,85.8,314.0,7.4,9.8,437,15.2,500.0,81.2,177.9,4.8,9.4,Pessoal,0.11,301.97,1028.22,0.22,21.34,17705.94
451,Hyundai,Ioniq 5,2020,Europa,Sedã,65.8,91.3,381.0,100.0,0.6,516,20.4,26411.0,79.0,175.9,6.6,2.8,Comercial,6.04,506.99,1361.21,0.18,38.24,15308.31
452,BMW,iX,2023,Europa,Sedã,58.1,94.1,304.0,250.0,0.3,211,15.8,5206.0,43.3,115.8,4.8,32.3,Frota,0.92,796.89,1008.62,0.15,28.46,22850.35
453,Tesla,Model 3,2021,Europa,Sedã,69.2,85.8,362.0,100.0,0.8,259,19.1,68798.0,52.2,146.9,6.2,3.9,Pessoal,14.83,743.65,1771.09,0.12,26.73,17825.25
454,Tesla,Model 3,2022,América do Norte,Hatchback,94.2,80.7,537.0,7.4,14.2,293,22.6,51667.0,89.2,230.6,3.1,21.2,Pessoal,8.35,532.11,851.45,0.18,55.58,26809.12
455,Volkswagen,ID.4,2019,América do Norte,SUV,48.4,76.4,303.0,150.0,0.3,1307,20.8,152707.0,46.4,136.8,6.4,32.0,Frota,37.78,784.73,1275.58,0.18,33.72,5819.21
456,Toyota,bZ4X,2021,América do Norte,Hatchback,57.0,89.0,308.0,7.4,8.2,394,15.2,59239.0,70.4,158.4,10.6,20.2,Pessoal,8.33,370.06,1468.17,0.28,34.2,15549.86
457,Nissan,Leaf,2018,Oceania,SUV,63.5,100.0,387.0,22.0,3.0,267,14.6,134601.0,53.7,115.5,5.9,11.0,Pessoal,20.54,933.25,1168.0,0.15,20.2,7722.07
458,BMW,i3,2021,Oceania,SUV,85.0,78.1,406.0,100.0,1.0,834,20.3,47348.0,51.4,141.4,8.6,30.7,Pessoal,10.39,1029.19,1250.8,0.28,58.36,19716.35
459,Nissan,Leaf,2023,Europa,Sedã,69.5,95.8,387.0,7.4,9.3,85,22.0,10839.0,64.7,164.1,3.9,19.7,Pessoal,1.86,947.87,1119.53,0.35,66.03,29215.38
460,BMW,iX,2021,Ásia,Sedã,84.7,81.6,443.0,100.0,0.9,192,19.3,18010.0,97.9,268.4,8.4,15.8,Pessoal,3.98,1128.17,834.76,0.28,60.69,24915.58
461,Ford,F-150 Lightning,2018,Europa,Sedã,85.7,83.2,483.0,7.4,15.8,399,16.5,31539.0,76.5,167.7,9.8,34.4,Frota,5.24,344.79,1893.6,0.22,46.98,12563.36
462,Tesla,Model S,2018,Ásia,Sedã,76.8,94.3,411.0,11.0,6.9,1091,18.1,21440.0,49.2,116.5,10.6,14.2,Comercial,4.28,811.94,1056.57,0.12,22.02,12745.95
463,Toyota,Prius Prime,2021,Ásia,Sedã,43.7,85.0,211.0,250.0,0.3,659,19.3,63278.0,67.9,205.3,7.5,12.0,Pessoal,10.07,514.17,677.74,0.22,20.25,10873.55
464,Volkswagen,ID.4,2019,América do Sul,SUV,98.2,89.0,497.0,22.0,4.9,1253,17.7,57920.0,37.1,90.5,8.7,9.0,Frota,10.29,454.45,910.77,0.28,55.02,18065.65
465,Toyota,Prius Prime,2018,Europa,Sedã,93.2,88.8,436.0,7.4,10.1,806,15.2,53823.0,31.2,91.4,3.8,30.2,Pessoal,7.62,375.62,1731.5,0.12,18.77,14101.77
466,Toyota,Prius Prime,2022,Ásia,Crossover,66.3,81.6,321.0,50.0,1.3,135,21.2,500.0,67.5,184.5,6.0,22.3,Pessoal,0.09,1543.53,2110.85,0.18,31.28,23356.26
467,Toyota,bZ4X,2021,América do Norte,Sedã,37.4,94.2,215.0,7.4,5.7,286,23.6,22171.0,75.7,182.8,5.0,13.1,Pessoal,3.41,1073.39,1348.68,0.15,17.16,11376.51
468,Nissan,Leaf,2020,Oceania,Sedã,33.8,86.5,182.0,11.0,3.3,542,22.3,50430.0,88.4,258.4,7.8,3.6,Comercial,12.21,1286.76,1515.89,0.22,24.65,7741.57
469,BMW,iX,2023,América do Norte,Hatchback,70.1,75.9,394.0,50.0,1.7,131,12.0,2197.0,70.6,183.4,5.7,32.1,Pessoal,0.37,905.83,1938.59,0.15,11.93,24926.94
470,Kia,Niro EV,2019,Ásia,Crossover,51.0,79.9,327.0,50.0,1.1,1102,21.5,185833.0,65.1,163.0,8.7,13.3,Pessoal,26.77,551.64,815.62,0.28,51.24,6113.79
471,Ford,Mustang Mach-E,2023,Ásia,SUV,30.7,62.1,164.0,7.4,4.4,45,19.7,3830.0,59.9,148.3,13.2,-0.2,Comercial,0.77,1001.56,1356.94,0.12,11.57,7956.04
472,Audi,Q4 e-tron,2020,Ásia,Hatchback,33.4,87.4,194.0,11.0,3.1,235,16.0,98420.0,72.9,191.8,8.6,18.9,Comercial,14.15,1502.81,1930.66,0.35,36.75,6500.79
473,Toyota,bZ4X,2023,América do Norte,Hatchback,55.6,97.4,307.0,50.0,1.2,112,12.1,13996.0,46.8,101.2,10.5,28.3,Comercial,2.89,957.4,1535.7,0.18,16.45,24564.51
474,Hyundai,Ioniq 5,2022,América do Sul,Hatchback,68.9,78.6,474.0,250.0,0.3,315,17.7,20559.0,54.8,151.8,4.0,25.2,Pessoal,3.36,766.23,1091.08,0.12,28.42,19984.37
475,Nissan,Leaf,2023,América do Norte,SUV,93.1,91.7,372.0,22.0,4.6,103,19.1,12921.0,47.3,124.5,6.8,18.8,Pessoal,2.31,881.48,1344.69,0.35,64.72,40781.19
476,Volkswagen,ID.4,2023,Ásia,Hatchback,74.7,90.4,384.0,150.0,0.5,98,14.7,15117.0,57.1,133.0,7.5,13.6,Pessoal,2.64,1134.63,1945.06,0.15,25.46,29015.98
477,Audi,Q4 e-tron,2020,América do Norte,SUV,57.4,81.0,334.0,22.0,2.6,846,21.7,67551.0,54.1,114.7,7.2,12.4,Pessoal,11.64,795.18,1260.56,0.15,25.84,10808.83
478,Kia,EV6,2023,Europa,Hatchback,72.6,99.3,372.0,100.0,0.8,164,21.6,6817.0,53.1,128.8,11.6,30.8,Frota,1.24,764.98,830.51,0.18,39.7,33654.33
479,Hyundai,Ioniq 5,2021,Europa,Hatchback,70.8,84.8,409.0,100.0,0.8,203,19.4,58983.0,55.4,142.7,5.1,-1.5,Pessoal,9.44,596.72,1444.62,0.35,39.26,17784.94
480,Kia,Niro EV,2021,Europa,SUV,79.8,100.0,437.0,11.0,8.1,298,13.9,38017.0,68.2,173.7,7.8,8.5,Pessoal,5.6,906.42,838.62,0.35,63.6,24862.44
481,Audi,e-tron,2021,América do Norte,Caminhonete,64.2,73.9,381.0,50.0,1.5,503,17.2,11718.0,84.0,213.8,2.0,17.0,Comercial,2.12,419.27,906.28,0.18,30.2,16533.14
482,Toyota,Prius Prime,2022,América do Norte,SUV,85.7,84.8,423.0,22.0,3.9,98,20.2,22869.0,69.3,187.3,8.1,-1.9,Pessoal,3.84,684.58,1013.9,0.12,22.03,26102.48
483,Hyundai,Kona Electric,2019,Europa,Caminhonete,81.5,85.8,455.0,22.0,4.1,836,20.0,134154.0,56.4,121.5,8.3,15.8,Pessoal,19.0,761.46,1192.56,0.22,52.74,12021.78
484,Kia,Niro EV,2022,Ásia,Sedã,66.7,86.7,382.0,150.0,0.6,220,15.9,33657.0,71.6,177.6,6.9,5.7,Comercial,6.68,482.0,861.79,0.12,23.35,20065.08
485,Volkswagen,ID.4,2022,América do Sul,SUV,62.6,92.7,348.0,11.0,7.1,315,16.3,30076.0,66.7,172.7,8.0,22.7,Frota,5.4,793.23,1364.26,0.15,17.16,21679.67
486,BMW,iX,2022,América do Norte,SUV,83.4,100.0,465.0,250.0,0.3,282,15.8,23372.0,67.5,178.1,5.6,12.3,Comercial,3.45,1086.04,1061.07,0.12,18.07,28903.06
487,Tesla,Model 3,2023,Europa,Crossover,50.7,90.6,309.0,50.0,1.0,58,17.2,12341.0,64.7,179.2,3.9,14.0,Pessoal,2.13,1235.16,1527.5,0.28,25.03,19312.63
488,BMW,iX,2021,América do Norte,SUV,34.9,87.2,163.0,11.0,4.0,272,16.5,50503.0,90.9,221.7,4.5,11.6,Pessoal,8.87,729.0,1216.36,0.12,6.62,9777.0
489,Audi,Q4 e-tron,2020,América do Norte,SUV,34.8,78.2,194.0,7.4,5.4,919,16.0,51151.0,66.5,167.3,4.9,24.8,Comercial,7.63,663.49,1138.39,0.12,7.52,7492.08
490,Nissan,Ariya,2020,Ásia,Sedã,49.1,71.9,240.0,22.0,2.4,1165,17.6,75137.0,56.6,128.9,3.8,17.3,Pessoal,20.65,721.73,1154.24,0.35,35.45,8257.16
491,Tesla,Model X,2020,Ásia,Hatchback,78.2,96.4,460.0,11.0,7.6,67,18.1,70775.0,53.3,139.5,3.7,27.5,Pessoal,12.72,987.72,1783.96,0.28,58.76,17803.02
492,Ford,F-150 Lightning,2018,América do Norte,Sedã,56.5,82.6,287.0,11.0,5.8,1217,21.3,30351.0,78.5,175.8,4.9,30.1,Frota,5.26,612.85,1552.98,0.15,16.46,7930.88
493,Volkswagen,ID.3,2021,América do Norte,SUV,69.1,100.0,295.0,150.0,0.5,459,12.7,58197.0,47.2,126.1,6.1,15.1,Pessoal,14.73,612.41,628.49,0.18,17.91,20037.54
494,Ford,Mustang Mach-E,2020,América do Norte,SUV,55.1,93.9,325.0,250.0,0.3,1088,21.7,28180.0,85.4,243.8,7.3,11.0,Comercial,5.46,881.31,1000.26,0.12,22.2,14720.22
495,Hyundai,Ioniq 5,2023,Ásia,SUV,55.3,89.7,297.0,7.4,8.1,96,15.8,6702.0,36.3,95.8,3.9,13.8,Pessoal,1.45,955.64,1238.55,0.22,26.97,20491.89
496,Tesla,Model X,2022,Oceania,SUV,44.5,90.2,253.0,100.0,0.5,386,23.6,29579.0,83.4,240.6,4.7,44.6,Pessoal,5.41,860.26,400.0,0.35,43.06,14485.85
497,Ford,F-150 Lightning,2021,América do Norte,Sedã,63.2,90.2,393.0,22.0,3.2,339,20.0,51455.0,77.0,182.0,5.5,11.8,Pessoal,9.36,837.18,1371.52,0.35,95.19,19074.68
498,Ford,Mustang Mach-E,2022,América do Norte,Hatchback,61.5,81.4,350.0,150.0,0.4,437,19.6,40249.0,58.4,125.0,8.1,16.3,Comercial,6.21,654.67,860.59,0.18,34.76,18573.04
499,Kia,Niro EV,2019,América do Sul,SUV,73.3,73.0,409.0,250.0,0.3,1437,17.7,500.0,53.7,131.6,4.0,20.1,Pessoal,0.1,806.1,906.08,0.22,29.12,12874.1
500,BMW,iX,2021,América do Sul,Sedã,70.8,82.6,388.0,250.0,0.4,442,24.2,64731.0,83.5,193.4,5.7,23.5,Pessoal,15.24,200.0,919.24,0.12,19.17,17245.57
501,Kia,EV6,2022,Europa,Sedã,61.1,86.9,301.0,11.0,6.1,114,17.9,36878.0,92.0,216.4,9.4,19.0,Comercial,8.38,1264.93,1703.58,0.22,24.83,18051.4
502,Tesla,Model X,2021,América do Norte,Crossover,34.9,81.8,188.0,22.0,2.0,682,22.5,26847.0,55.8,102.3,5.0,35.7,Comercial,3.86,848.34,1443.68,0.35,37.66,9954.77
503,Tesla,Model S,2021,América do Norte,Crossover,86.4,76.7,560.0,100.0,0.8,513,16.3,39092.0,73.7,188.1,3.9,20.4,Frota,9.22,1431.19,1019.76,0.18,52.93,21095.82
504,Audi,e-tron,2023,Europa,Caminhonete,63.3,81.0,336.0,250.0,0.3,158,20.1,16651.0,79.7,199.8,6.8,16.5,Pessoal,2.58,1186.59,975.07,0.22,32.1,23362.95
505,Kia,Niro EV,2023,Europa,SUV,66.6,95.3,361.0,11.0,6.9,238,23.7,500.0,74.0,203.7,4.9,27.6,Pessoal,0.08,555.47,1265.9,0.22,32.46,28142.17
506,Chevrolet,Bolt EV,2022,América do Norte,SUV,97.0,93.0,594.0,250.0,0.4,114,15.5,9150.0,65.8,175.4,2.0,9.1,Frota,1.4,690.77,1838.25,0.18,43.81,35024.49
507,BMW,i4,2022,Europa,Sedã,83.2,88.4,393.0,7.4,11.1,171,19.5,49355.0,59.2,144.9,7.5,23.4,Comercial,8.3,469.33,1097.23,0.18,31.23,25725.4
508,Tesla,Model X,2022,América do Norte,SUV,73.9,91.7,429.0,250.0,0.4,345,15.9,19960.0,69.2,192.0,9.2,14.3,Pessoal,2.44,599.13,454.81,0.18,31.36,26029.34
509,Audi,Q4 e-tron,2020,Ásia,Sedã,65.0,77.9,306.0,22.0,3.0,336,19.3,57136.0,33.7,93.2,6.9,30.9,Pessoal,10.37,330.85,1267.3,0.35,49.97,12612.47
510,Kia,EV6,2021,Europa,Caminhonete,64.8,80.6,369.0,250.0,0.3,336,23.7,42084.0,85.1,200.3,9.6,31.6,Comercial,7.25,522.92,1309.24,0.18,37.21,15653.53
511,BMW,iX,2018,América do Norte,Crossover,69.8,89.5,383.0,250.0,0.3,1309,15.2,125733.0,39.4,100.8,8.6,16.3,Pessoal,22.79,489.47,1347.67,0.28,49.1,8333.7
512,Kia,Niro EV,2021,Europa,Caminhonete,73.1,79.0,424.0,150.0,0.5,486,18.5,34834.0,52.4,154.7,4.9,9.3,Comercial,5.75,1064.46,1184.85,0.12,26.3,18859.12
513,Ford,F-150 Lightning,2022,Europa,Sedã,99.2,87.9,495.0,7.4,13.8,109,15.5,24631.0,59.9,155.6,12.1,-0.6,Pessoal,3.26,313.83,1254.6,0.35,70.0,34739.0
514,Audi,Q4 e-tron,2020,Oceania,Hatchback,114.5,76.9,599.0,100.0,1.4,642,17.6,66353.0,50.0,112.7,7.8,20.3,Pessoal,11.43,1467.76,807.84,0.18,26.99,20511.55
515,BMW,i3,2023,Europa,Sedã,70.8,73.8,413.0,100.0,0.8,215,19.9,22055.0,48.1,104.1,8.1,-3.3,Comercial,4.78,703.47,1636.39,0.15,29.25,23471.98
516,Toyota,Prius Prime,2023,América do Norte,SUV,24.0,92.9,126.0,22.0,1.3,144,17.1,24692.0,86.1,177.2,4.5,17.1,Pessoal,3.7,1204.14,990.51,0.22,13.89,9204.73
517,Hyundai,Kona Electric,2022,Ásia,Hatchback,46.0,95.2,270.0,100.0,0.6,382,22.7,24684.0,91.9,173.3,3.1,12.4,Pessoal,3.79,510.75,1096.88,0.18,22.2,15654.88
518,Hyundai,Ioniq 5,2022,América do Norte,SUV,101.2,82.0,567.0,50.0,2.2,197,19.5,21818.0,88.2,207.7,4.3,23.6,Pessoal,4.22,1033.45,1357.32,0.18,47.46,29930.5
519,BMW,i3,2023,América do Sul,Sedã,79.4,74.8,419.0,150.0,0.6,150,14.0,13781.0,77.5,189.7,9.3,17.9,Pessoal,1.97,359.47,1284.77,0.12,17.4,29373.08
520,Kia,Niro EV,2019,Europa,Sedã,73.5,69.3,393.0,22.0,3.5,141,19.0,130627.0,102.0,225.1,11.3,12.3,Comercial,24.4,357.79,1830.52,0.18,35.11,9132.76
521,Audi,e-tron,2023,Europa,Hatchback,61.7,100.0,339.0,250.0,0.3,175,22.4,21486.0,61.0,140.0,7.7,26.5,Comercial,4.15,1128.35,1723.8,0.35,60.97,25042.01
522,Hyundai,Kona Electric,2019,América do Norte,Caminhonete,41.2,87.9,222.0,50.0,1.0,786,19.6,55010.0,59.6,131.9,7.2,7.1,Comercial,8.97,763.42,1002.68,0.28,32.99,7333.6
523,Audi,e-tron,2023,Europa,Sedã,98.6,82.1,578.0,100.0,1.0,47,18.8,1550.0,65.2,132.1,9.4,23.6,Pessoal,0.24,740.53,1991.27,0.15,43.84,33850.4
524,Hyundai,Kona Electric,2020,Ásia,Caminhonete,48.5,84.1,258.0,250.0,0.3,938,17.1,96899.0,86.4,211.6,10.5,38.6,Pessoal,13.35,499.02,1579.73,0.15,13.51,8843.58
525,Ford,F-150 Lightning,2023,Ásia,SUV,79.6,71.7,415.0,22.0,4.0,171,17.7,25160.0,73.8,199.3,3.4,27.7,Pessoal,3.93,538.63,1252.02,0.18,27.83,22730.07
526,Kia,EV6,2023,América do Norte,Sedã,39.0,92.0,232.0,50.0,0.7,87,18.0,5742.0,90.9,213.3,11.1,13.9,Frota,1.13,321.2,934.84,0.12,12.95,15128.82
527,Ford,Mustang Mach-E,2019,América do Norte,Hatchback,60.7,100.0,321.0,100.0,0.6,885,12.0,56450.0,66.0,187.5,6.0,7.8,Comercial,11.58,643.01,1174.2,0.35,43.56,13082.68
528,Hyundai,Ioniq 5,2021,Ásia,Hatchback,84.9,80.7,444.0,11.0,8.0,203,19.4,66913.0,42.5,108.2,9.7,27.3,Comercial,12.17,876.87,433.4,0.35,90.44,21377.56
529,Toyota,bZ4X,2023,América do Sul,Crossover,60.0,100.0,255.0,11.0,6.4,76,21.0,18215.0,54.9,152.0,4.3,5.8,Pessoal,2.94,823.77,1417.27,0.18,21.36,24817.48
530,Toyota,Prius Prime,2021,América do Norte,SUV,57.6,86.1,287.0,7.4,9.3,204,15.8,500.0,80.4,201.8,9.6,18.1,Pessoal,0.09,826.93,672.4,0.22,20.92,16593.89
531,Ford,F-150 Lightning,2023,Europa,Hatchback,65.2,100.0,331.0,11.0,5.4,66,18.7,5600.0,57.6,155.6,3.4,25.2,Pessoal,0.87,200.0,1395.23,0.35,50.03,30227.85
532,Toyota,bZ4X,2022,Europa,Hatchback,38.3,89.5,200.0,50.0,0.9,325,19.1,39694.0,66.4,137.9,9.8,7.9,Pessoal,7.36,859.02,1008.39,0.35,43.68,12519.52
533,Hyundai,Kona Electric,2021,América do Sul,Crossover,34.5,89.4,177.0,150.0,0.3,418,20.4,51230.0,68.7,189.1,8.6,7.4,Pessoal,10.37,704.35,1251.03,0.35,31.49,9632.39
534,BMW,i3,2020,América do Norte,SUV,79.3,100.0,475.0,11.0,8.3,732,18.0,82200.0,92.1,230.4,3.1,4.8,Frota,13.65,564.2,953.61,0.15,33.23,18589.36
535,Ford,Mustang Mach-E,2020,América do Norte,Caminhonete,56.6,93.3,289.0,22.0,2.9,10,19.6,86019.0,78.2,221.3,10.2,33.9,Pessoal,13.41,429.46,911.3,0.35,41.38,13556.06
536,Nissan,Ariya,2022,Ásia,Hatchback,79.1,90.0,407.0,22.0,4.3,214,14.5,34028.0,75.2,182.3,4.6,35.0,Pessoal,5.63,999.18,1493.67,0.22,32.61,28528.64
537,Kia,Niro EV,2021,América do Norte,SUV,87.4,71.5,488.0,22.0,4.8,324,15.0,55509.0,67.4,203.7,9.9,34.8,Pessoal,11.8,200.0,949.86,0.28,35.67,19685.96
538,Toyota,Prius Prime,2021,Europa,Sedã,89.0,74.9,440.0,11.0,7.6,410,19.3,30760.0,52.5,139.7,7.4,36.2,Frota,8.11,429.98,839.24,0.15,23.01,20753.36
539,Toyota,Prius Prime,2021,Europa,Sedã,32.6,90.7,205.0,250.0,0.3,405,17.3,47856.0,68.6,152.9,3.9,11.7,Pessoal,9.55,844.14,779.98,0.15,13.51,8542.3
540,Tesla,Model S,2022,Europa,Hatchback,51.0,98.7,301.0,11.0,5.0,297,13.3,35224.0,97.6,277.0,4.5,-0.1,Comercial,6.26,645.77,1541.97,0.28,29.31,20146.12
541,Chevrolet,Bolt EUV,2023,Europa,Crossover,75.8,88.0,373.0,7.4,10.7,139,19.0,29216.0,72.7,158.7,15.0,35.0,Frota,4.41,913.46,752.26,0.22,35.72,28724.68
542,Ford,F-150 Lightning,2023,Europa,Hatchback,76.1,82.3,457.0,150.0,0.5,102,14.2,8128.0,56.7,122.8,12.8,27.3,Pessoal,1.21,828.91,1202.17,0.18,31.06,27890.04
543,Volkswagen,ID.4,2021,América do Norte,Hatchback,110.0,72.3,672.0,250.0,0.5,320,26.1,63096.0,58.7,169.4,6.5,26.5,Comercial,12.17,596.23,2085.01,0.12,39.01,24613.02
544,Toyota,bZ4X,2023,Europa,Sedã,46.8,80.7,231.0,150.0,0.3,129,12.0,14037.0,86.3,224.4,8.1,7.6,Pessoal,2.2,292.16,924.66,0.22,14.18,16540.84
545,Kia,EV6,2022,Ásia,SUV,88.4,88.0,435.0,250.0,0.4,333,18.2,42412.0,57.0,143.7,10.0,19.0,Pessoal,8.94,1025.94,887.5,0.28,48.33,27818.91
546,Nissan,Leaf,2022,Ásia,SUV,72.4,80.1,376.0,250.0,0.3,278,14.7,27994.0,62.0,145.6,3.8,19.6,Comercial,4.53,748.13,1634.63,0.35,47.52,24081.5
547,Toyota,bZ4X,2023,América do Norte,Sedã,32.2,79.3,154.0,100.0,0.4,80,20.7,24812.0,47.9,131.7,8.7,17.4,Comercial,5.53,405.4,725.22,0.35,26.19,11565.51
548,Nissan,Ariya,2020,América do Norte,Sedã,54.0,86.6,276.0,7.4,7.6,309,16.8,35249.0,60.8,147.0,9.5,9.5,Pessoal,5.91,200.0,1634.02,0.28,47.16,13558.37
549,Hyundai,Ioniq 5,2019,América do Norte,SUV,70.3,98.6,373.0,50.0,1.5,836,21.0,80926.0,72.1,184.6,7.9,-1.0,Pessoal,17.32,899.76,1047.61,0.35,55.47,14669.61
550,Hyundai,Ioniq 5,2023,Europa,Sedã,30.9,92.5,178.0,22.0,1.4,183,20.3,18661.0,60.6,131.0,10.5,10.5,Pessoal,3.74,609.4,1561.16,0.28,25.27,11154.7
551,Chevrolet,Bolt EV,2021,Europa,Sedã,24.0,89.3,133.0,11.0,2.3,614,14.8,27967.0,65.4,162.4,7.4,-10.7,Pessoal,5.74,456.31,1375.4,0.15,11.5,7207.65
552,BMW,i3,2023,Ásia,SUV,29.8,88.5,162.0,100.0,0.3,100,15.8,17539.0,47.7,121.8,9.8,13.9,Pessoal,3.12,1153.42,1429.89,0.18,12.93,11737.3
553,Volkswagen,ID.4,2023,América do Norte,Sedã,70.2,91.4,369.0,100.0,0.8,10,17.0,23391.0,56.6,150.6,7.6,11.9,Pessoal,3.74,237.51,1022.9,0.15,23.34,26675.74
554,Tesla,Model 3,2018,América do Norte,SUV,55.3,86.1,268.0,250.0,0.3,952,17.8,86644.0,97.0,252.3,3.2,6.3,Pessoal,18.22,725.06,1043.22,0.15,20.81,8127.15
555,Chevrolet,Bolt EV,2023,Europa,Crossover,52.6,83.7,305.0,11.0,5.4,85,17.4,21254.0,63.0,151.2,9.3,22.0,Comercial,4.97,1017.41,991.48,0.15,22.41,19115.06
556,Audi,Q4 e-tron,2021,Ásia,Crossover,53.3,92.9,308.0,7.4,7.9,379,20.2,28142.0,70.4,182.0,10.3,14.6,Pessoal,4.22,946.58,1731.59,0.28,33.94,15569.03
557,Tesla,Model S,2021,América do Norte,Hatchback,36.5,85.2,189.0,100.0,0.4,429,18.7,17589.0,53.0,148.1,6.6,15.3,Pessoal,3.42,408.96,1202.34,0.22,13.42,10190.96
558,Ford,Mustang Mach-E,2022,Ásia,SUV,55.9,77.5,277.0,150.0,0.4,340,16.2,41591.0,65.8,135.2,3.7,31.9,Pessoal,8.08,1195.2,1979.5,0.12,13.72,16216.0
559,Kia,Niro EV,2023,América do Norte,Caminhonete,28.6,98.5,180.0,7.4,4.3,192,15.3,10340.0,60.9,149.2,9.2,14.8,Frota,1.91,1225.96,1292.63,0.12,7.47,12692.26
560,Audi,Q4 e-tron,2018,América do Sul,Caminhonete,88.8,72.0,499.0,11.0,8.6,1267,15.6,6164.0,81.5,208.9,7.8,22.5,Pessoal,1.37,1107.33,1126.11,0.18,50.96,11067.46
561,Audi,Q4 e-tron,2021,América do Sul,Caminhonete,98.8,99.1,563.0,250.0,0.5,663,19.0,25994.0,80.8,179.6,7.7,7.2,Pessoal,4.07,540.0,1113.51,0.18,58.91,33078.48
562,Chevrolet,Bolt EUV,2022,América do Norte,SUV,24.0,91.1,137.0,7.4,2.7,280,17.4,52460.0,82.4,229.0,7.5,20.6,Pessoal,11.17,732.41,921.14,0.28,20.42,7762.73
563,BMW,i4,2022,América do Norte,Hatchback,55.6,79.2,272.0,250.0,0.3,41,24.2,47671.0,66.2,177.4,9.5,17.0,Comercial,8.18,1177.42,1289.72,0.12,10.39,15577.22
564,Chevrolet,Bolt EUV,2022,Europa,Caminhonete,56.9,87.2,356.0,150.0,0.5,185,18.0,11326.0,95.6,267.6,7.7,18.9,Pessoal,1.24,933.23,1164.62,0.22,31.09,19003.39
565,Ford,F-150 Lightning,2019,América do Norte,Hatchback,61.5,83.6,326.0,22.0,3.0,1136,18.6,14096.0,77.1,242.7,5.8,5.8,Comercial,1.92,608.54,954.29,0.28,42.36,11010.33
566,Toyota,Prius Prime,2020,Ásia,Hatchback,85.0,93.5,502.0,250.0,0.4,573,12.6,46359.0,43.6,113.3,3.0,6.7,Frota,8.39,736.18,1176.34,0.18,24.28,19763.12
567,Toyota,bZ4X,2021,Ásia,Sedã,55.7,93.3,347.0,250.0,0.3,835,14.0,71011.0,88.1,212.8,5.8,14.5,Comercial,15.38,342.57,999.82,0.28,29.75,14446.0
568,BMW,i3,2023,Ásia,Sedã,63.2,90.7,350.0,11.0,7.3,108,14.6,13369.0,64.9,180.5,9.3,31.3,Comercial,2.84,1144.76,1314.79,0.18,21.81,22113.8
569,Ford,Mustang Mach-E,2020,Ásia,SUV,124.6,93.0,612.0,150.0,0.9,1150,16.4,53753.0,82.1,190.8,6.2,3.6,Pessoal,9.85,769.42,1486.04,0.12,30.86,30294.38
570,BMW,i4,2020,Europa,Hatchback,62.8,86.1,267.0,11.0,6.5,532,13.6,39529.0,49.2,129.9,9.3,34.8,Pessoal,5.76,1322.9,949.02,0.28,39.18,13611.44
571,Nissan,Leaf,2023,América do Norte,SUV,100.3,100.0,550.0,150.0,0.7,105,14.5,12737.0,63.9,179.6,3.5,10.9,Frota,1.83,252.21,1017.21,0.15,25.89,43077.28
